211,DSK,14,1,3,ShareAll BX2A,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
36,ANT,3,1,4,MX1000 Red,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
80,BRD,5,4,4,I01-640-TMN59,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
70,BRD,5,2,2,X01-570-DBI87,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
9,ANT,1,3,1,Strata 330a,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
169,CPU,11,3,1,OpenServ 04,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
37,ANT,3,2,1,AX1500 Chocolate,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
178,CPU,12,1,2,Cap Madder,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
155,CPU,10,3,3,Newton,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
16,ANT,1,4,4,Mosaic 210o,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
69,BRD,5,2,1,X01-570-BYA65,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
71,BRD,5,2,3,X01-570-SBZ59,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
